COL2(Integer),COL4(String),COL5(Integer),COL6(String),COL7(Integer),COL8(Integer),COL9(String)
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,1H,1,147438,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
882,H,6284,HA2,8,264244,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,HA2,1,147438,GLY
883,H,6289,HA2,8,264418,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,2H,1,147438,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
882,H,6284,HA3,8,264244,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,HA3,1,147438,GLY
883,H,6289,HA3,8,264418,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,H,3978,3H,1,147438,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
882,C,6282,C,8,264244,GLY
454,C,4155,C,16,156871,GLY
529,C,4526,C,2,173674,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
419,C,3976,C,1,147438,GLY
883,C,6287,C,8,264418,GLY
529,C,4526,C,2,173674,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
882,C,6282,CA,8,264244,GLY
454,C,4155,CA,16,156871,GLY
529,C,4526,CA,2,173674,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
419,C,3976,CA,1,147438,GLY
883,C,6287,CA,8,264418,GLY
529,C,4526,CA,2,173674,GLY
883,H,6289,H,8,264418,GLY
882,H,6284,H,8,264244,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
883,H,6289,H,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
882,N,6281,N,8,264244,GLY
529,N,4525,N,2,173674,GLY
454,N,4154,N,16,156871,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
419,N,3975,N,1,147438,GLY
883,N,6286,N,8,264418,GLY
529,N,4525,N,2,173674,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
882,O,6283,O,8,264244,GLY
454,O,4156,O,16,156871,GLY
529,O,4527,O,2,173674,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
419,O,3977,O,1,147438,GLY
883,O,6288,O,8,264418,GLY
529,O,4527,O,2,173674,GLY
739,H,5577,H2,2,223355,T
739,H,5577,H5,2,223355,T
739,H,5577,H71,2,223355,T
739,H,5577,H2,2,223355,T
739,H,5577,H5,2,223355,T
739,H,5577,H72,2,223355,T
739,H,5577,H73,2,223355,T
739,C,5575,C1,2,223355,T
739,C,5575,C2,2,223355,T
739,C,5575,C2,2,223355,T
739,C,5575,C3,2,223355,T
739,C,5575,C4,2,223355,T
739,C,5575,C4,2,223355,T
739,C,5575,C5,2,223355,T
739,C,5575,C5,2,223355,T
739,C,5575,C7,2,223355,T
739,C,5575,C6,2,223355,T
739,H,5577,H1,2,223355,T
739,H,5577,H3,2,223355,T
739,H,5577,H3,2,223355,T
739,H,5577,H4,2,223355,T
739,H,5577,H6,2,223355,T
739,N,5576,N1,2,223355,T
739,N,5576,N3,2,223355,T
739,O,5574,OP1,2,223355,T
739,O,5574,O2,2,223355,T
739,O,5574,OP2,2,223355,T
739,O,5574,O3,2,223355,T
739,O,5574,O4,2,223355,T
739,O,5574,O4,2,223355,T
739,O,5574,O5,2,223355,T
739,P,5578,P,2,223355,T
739,H,5577,H2,1,223354,A
739,H,5577,H5,1,223354,A
739,H,5577,H61,1,223354,A
739,H,5577,H2,1,223354,A
739,H,5577,H5,1,223354,A
739,H,5577,H62,1,223354,A
739,C,5575,C1,1,223354,A
739,C,5575,C2,1,223354,A
739,C,5575,C2,1,223354,A
739,C,5575,C3,1,223354,A
739,C,5575,C4,1,223354,A
739,C,5575,C4,1,223354,A
739,C,5575,C5,1,223354,A
739,C,5575,C5,1,223354,A
739,C,5575,C6,1,223354,A
739,C,5575,C8,1,223354,A
739,H,5577,H1,1,223354,A
739,H,5577,H2,1,223354,A
739,H,5577,H3,1,223354,A
739,H,5577,H4,1,223354,A
739,H,5577,H5T,1,223354,A
739,H,5577,H8,1,223354,A
739,N,5576,N1,1,223354,A
739,N,5576,N3,1,223354,A
739,N,5576,N6,1,223354,A
739,N,5576,N7,1,223354,A
739,N,5576,N9,1,223354,A
739,O,5574,O3,1,223354,A
739,O,5574,O4,1,223354,A
739,O,5574,O5,1,223354,A
454,C,4155,C,15,156870,GLN
454,C,4155,CA,15,156870,GLN
454,C,4155,CB,15,156870,GLN
454,C,4155,CD,15,156870,GLN
454,C,4155,CG,15,156870,GLN
454,N,4154,N,15,156870,GLN
454,N,4154,NE2,15,156870,GLN
454,O,4156,O,15,156870,GLN
454,O,4156,OE1,15,156870,GLN
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
882,H,6284,HB2,7,264243,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB2,6,257071,SER
883,H,6289,HB2,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
882,H,6284,HB3,7,264243,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,H,6156,HB3,6,257071,SER
883,H,6289,HB3,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
882,C,6282,C,7,264243,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,C,6,257071,SER
883,C,6287,C,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
882,C,6282,CA,7,264243,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CA,6,257071,SER
883,C,6287,CA,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
882,C,6282,CB,7,264243,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,C,6154,CB,6,257071,SER
883,C,6287,CB,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
882,H,6284,H,7,264243,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
883,H,6289,H,7,264417,SER
856,H,6156,H,6,257071,SER
